district,rainfall,humidity,wind_speed,temperature,lightning,risk
Mandya,4.09,59,35.96,25.1,7,Medium
Uttara Kannada,277.67,74,35.91,35.05,23,High
Davanagere,308.45,33,28.23,40.38,11,Medium
Haveri,215.66,88,59.22,38.82,1,Medium
Bagalkot,148.03,92,45.53,32.21,11,Medium
Mangaluru,80.98,33,16.33,38.25,16,Low
Shivamogga,321.87,56,41.37,18.06,4,Medium
Chikkamagaluru,42.57,37,25.48,41.69,15,Medium
Mangaluru,37.07,35,18.69,33.27,20,Low
Davanagere,87.86,31,29.74,39.05,25,Medium
Vijayanagara,138.97,96,48.15,39.89,14,High
Bidar,249.44,84,45.55,28.22,2,Medium
Hassan,56.85,31,36.14,20.92,20,Medium
Dharwad,68.95,100,1.39,19.26,2,Low
Yadgir,40.63,38,52.35,31.46,12,Medium
Belagavi,341.59,80,17.33,32.46,21,Medium
Uttara Kannada,276.17,60,6.45,22.62,17,Medium
Davanagere,153.98,86,39.85,34.84,15,High
Koppal,80.46,61,50.16,25.28,8,Medium
Vijayapura,93.77,52,49.77,33.65,19,Medium
Udupi,223.79,43,13.44,21.92,24,Medium
Haveri,128.08,66,43.58,33.47,5,Medium
Chamarajanagar,16.8,96,10.77,32.78,7,Low
Mysuru,292.81,60,34.99,34.1,6,Medium
Kolar,313.4,42,59.27,23.91,24,High
Kalaburagi,189.03,82,38.75,35.82,7,Medium
Ramanagara,6.91,88,0.42,36.81,2,Low
Chitradurga,317.2,63,26.95,28.36,13,Medium
Kalaburagi,49.15,63,25.25,19.82,14,Medium
Bagalkot,265.82,97,12.92,39.62,25,Medium
Dharwad,246.62,71,7.88,28.25,20,Medium
Bidar,227.64,95,57.99,20.1,15,High
Davanagere,258.88,82,9.08,35.91,14,Medium
Yadgir,262.01,44,41.02,39.03,22,High
Dharwad,150.02,85,9.85,33.22,4,Low
Dharwad,205.77,74,0.86,38.07,21,Medium
Ballari,332.5,35,30.44,41.82,15,Medium
Raichur,222.34,42,53.79,25.01,25,High
Vijayapura,302.67,45,27.15,26.01,10,Medium
Kalaburagi,75.78,91,24.02,19.07,25,Medium
Ballari,217.71,51,41.76,39.36,22,Medium
Bengaluru Urban,174.85,97,5.03,22.46,9,Medium
Hassan,277.55,85,1.16,35.89,25,Medium
Vijayapura,273.85,75,40.04,41.71,1,Medium
Vijayanagara,122.7,89,37.11,36.62,24,High
Bidar,59.67,87,44.58,29.76,7,Medium
Yadgir,314.28,73,45.64,37.53,15,High
Haveri,237.55,48,55.35,40.78,7,Medium
Haveri,253.82,79,25.74,24.18,0,Medium
Vijayanagara,265.96,85,39.9,27.55,2,Medium
Chamarajanagar,304.35,55,36.31,26.17,13,High
Bagalkot,345.68,37,8.08,24.01,11,Medium
Hassan,263.09,55,10.99,32.72,19,Medium
Chitradurga,139.53,67,28.93,35.46,12,Medium
Hassan,185.1,42,21.6,26.67,13,Medium
Kalaburagi,127.35,47,31.82,37.64,23,Medium
Tumakuru,89.09,77,4.89,39.95,22,Low
Dharwad,91.64,62,24.06,18.8,22,Medium
Raichur,80.09,33,30.2,23.54,7,Low
Raichur,268.9,91,27.78,24.75,16,High
Mandya,242.79,79,6.73,31.6,9,Medium
Dharwad,275.82,38,12.23,35.62,21,Medium
Ballari,282.05,88,33.55,19.54,4,Medium
Yadgir,48.2,40,16.74,28.8,9,Low
Bidar,203.51,98,23.47,39.0,3,Medium
Koppal,88.32,48,7.65,19.06,25,Low
Kodagu,344.33,80,9.55,38.1,24,Medium
Kolar,345.95,47,58.67,25.47,7,Medium
Mandya,287.85,38,12.55,22.81,24,Medium
Bidar,316.65,42,13.46,36.67,14,Medium
Shivamogga,231.69,33,57.83,19.64,18,High
Shivamogga,23.87,36,50.33,20.21,1,Low
Chikkamagaluru,25.92,71,57.63,25.41,12,Medium
Tumakuru,344.23,51,4.52,36.94,23,Medium
Bagalkot,254.64,91,27.26,27.66,9,Medium
Bagalkot,211.64,53,47.5,20.19,13,Medium
Shivamogga,24.06,76,59.9,28.45,13,Medium
Bengaluru Urban,322.67,52,27.18,32.37,4,Medium
Gadag,88.33,44,56.74,26.32,8,Medium
Raichur,205.98,37,58.82,20.45,13,Medium
Uttara Kannada,110.09,38,48.97,41.81,13,Medium
Mandya,82.85,38,26.83,34.33,0,Low
Kodagu,7.85,50,24.14,27.66,25,Medium
Davanagere,7.15,80,57.13,37.85,14,Medium
Mangaluru,200.04,59,48.62,35.37,7,Medium
Bengaluru Rural,67.15,69,15.83,27.55,15,Low
Uttara Kannada,343.1,65,8.26,21.43,19,Medium
Davanagere,144.2,54,60.0,18.91,20,Medium
Udupi,97.95,74,3.69,21.95,14,Low
Raichur,165.56,39,3.7,27.7,17,Medium
Kolar,48.35,38,31.67,21.21,10,Low
Yadgir,52.49,31,37.48,24.09,9,Medium
Vijayanagara,344.11,36,36.06,20.76,1,Medium
Uttara Kannada,158.53,41,18.8,34.4,21,Medium
Koppal,238.33,64,42.37,31.96,5,Medium
Mangaluru,54.73,65,39.31,29.25,13,Medium
Koppal,57.59,69,16.42,31.74,18,Low
Ramanagara,315.81,72,10.79,26.32,4,Low
Bengaluru Rural,155.75,56,45.77,26.17,0,Medium
Chamarajanagar,204.09,81,0.55,20.09,5,Low
Haveri,162.65,60,11.94,30.99,14,Medium
Shivamogga,225.15,42,46.81,28.1,16,High
Davanagere,187.49,32,41.94,40.17,25,Medium
Vijayapura,145.66,75,24.7,39.63,4,Low
Udupi,258.27,51,5.07,39.86,15,Medium
Chikkaballapur,116.33,94,21.59,31.63,20,Medium
Kalaburagi,236.82,51,49.08,30.15,3,Medium
Tumakuru,170.33,43,22.26,39.13,18,Medium
Shivamogga,173.01,96,14.27,39.57,13,Medium
Dharwad,225.61,56,46.97,22.49,0,Medium
Bengaluru Urban,147.81,33,52.51,20.36,6,Medium
Udupi,345.24,95,47.37,35.5,14,High
Shivamogga,97.65,31,14.07,36.15,10,Low
Vijayanagara,174.22,91,51.75,20.81,7,Medium
Haveri,147.61,44,26.92,35.59,2,Low
Kodagu,267.63,47,6.38,41.53,5,Low
Bidar,132.36,99,22.16,41.8,0,Medium
Kolar,269.27,51,1.99,23.73,14,Medium
Davanagere,344.9,47,43.48,32.31,12,Medium
Kolar,160.72,44,44.68,19.29,10,Medium
Shivamogga,233.75,83,0.7,40.52,23,Medium
Koppal,195.65,88,58.37,30.54,9,Medium
Raichur,285.77,54,28.04,24.39,2,Medium
Mangaluru,161.04,87,10.47,28.78,18,Medium
Davanagere,78.44,45,51.91,23.8,10,Medium
Mangaluru,199.7,33,28.62,23.51,1,Low
Uttara Kannada,300.68,45,26.75,26.04,5,Medium
Ramanagara,143.58,51,24.62,29.67,1,Low
Ramanagara,41.12,69,26.15,27.6,14,Medium
Dharwad,33.73,40,29.65,32.13,23,Medium
Chitradurga,91.12,35,54.35,28.88,25,Medium
Chitradurga,221.26,35,58.43,21.0,14,High
Bagalkot,139.15,93,39.88,35.64,18,High
Dharwad,42.03,71,12.85,22.37,11,Low
Kalaburagi,155.05,39,54.78,22.32,23,Medium
Mandya,328.98,75,15.0,28.42,3,Low
Yadgir,45.88,50,50.42,35.54,17,Medium
Shivamogga,311.29,74,59.56,31.22,21,High
Mandya,326.67,45,0.72,20.31,21,Medium
Davanagere,20.1,37,9.55,24.9,4,Low
Bengaluru Urban,176.91,81,53.58,29.9,6,Medium
Bengaluru Urban,320.02,50,0.4,38.18,4,Low
Kolar,296.66,57,17.46,38.07,7,Medium
Shivamogga,147.4,59,48.11,23.07,10,Medium
Mangaluru,98.13,33,12.32,33.72,18,Low
Udupi,115.42,79,51.3,35.97,16,Medium
Chamarajanagar,231.24,95,45.45,24.58,12,High
Vijayapura,298.11,57,33.3,21.68,1,Medium
Uttara Kannada,154.27,41,23.93,27.18,17,Medium
Raichur,208.08,50,11.93,29.37,13,Medium
Tumakuru,268.06,67,47.88,37.21,20,High
Hassan,254.36,99,6.72,25.95,20,Medium
Mangaluru,1.44,30,50.92,26.42,7,Medium
Koppal,253.39,100,9.91,35.25,10,Medium
Chamarajanagar,186.31,99,31.1,20.53,25,Medium
Koppal,58.36,70,56.32,31.02,1,Low
Yadgir,223.21,94,11.91,37.05,21,Medium
Tumakuru,42.56,84,57.99,38.71,0,Medium
Bengaluru Urban,271.7,95,57.91,22.51,9,High
Chamarajanagar,108.41,36,58.25,24.07,5,Low
Davanagere,245.02,55,8.57,30.93,25,Medium
Raichur,114.35,52,4.36,22.97,14,Low
Yadgir,167.54,79,18.05,21.63,13,Medium
Chitradurga,175.69,45,53.06,40.28,0,Medium
Raichur,218.21,62,10.95,33.01,25,Medium
Koppal,201.81,78,57.62,22.61,25,Medium
Shivamogga,282.79,75,42.73,28.94,22,High
Gadag,320.96,34,56.27,23.94,22,High
Udupi,146.95,36,47.12,18.93,8,Medium
Uttara Kannada,153.35,34,22.08,30.9,11,Medium
Bagalkot,223.22,58,9.49,33.88,2,Low
Belagavi,102.79,48,19.48,35.44,2,Low
Chikkamagaluru,146.52,69,54.77,29.76,18,Medium
Mandya,263.79,70,40.15,30.33,10,Medium
Kolar,316.34,90,51.85,37.58,12,High
Kolar,46.47,90,35.64,32.9,6,Medium
Kolar,327.32,35,18.3,30.22,15,Medium
Bengaluru Rural,172.71,72,54.77,28.64,7,Medium
Mangaluru,226.96,52,52.61,22.84,22,High
Ballari,185.36,99,25.29,28.71,15,Medium
Haveri,177.1,96,38.57,20.79,9,Medium
Haveri,308.13,32,26.06,18.12,10,Medium
Bidar,186.27,82,48.66,39.54,23,High
Mangaluru,39.32,64,12.69,33.82,2,Low
Gadag,217.67,47,47.4,40.37,19,Medium
Kolar,212.49,57,10.62,35.09,10,Low
Chikkaballapur,284.94,96,0.31,28.24,19,Medium
Bagalkot,171.65,41,33.9,25.06,24,Medium
Kalaburagi,96.2,74,6.55,18.24,23,Low
Gadag,158.74,86,16.63,28.28,7,Medium
Bengaluru Urban,272.31,43,58.22,23.56,15,High
Gadag,347.83,73,31.14,29.75,8,Medium
Shivamogga,284.68,89,33.51,33.4,7,Medium
Gadag,272.36,81,8.62,38.14,2,Medium
Kodagu,31.77,36,49.9,36.24,15,Medium
Mandya,94.87,67,59.11,19.95,8,Medium
Vijayapura,54.23,47,0.68,19.7,1,Low
Davanagere,31.61,93,20.07,21.09,14,Medium
Davanagere,271.44,50,35.77,41.81,9,Medium
Shivamogga,202.77,100,26.79,28.28,14,Medium
Koppal,155.75,40,52.86,35.66,8,Medium
Bidar,64.18,90,29.86,30.33,22,Medium
Bidar,305.34,92,35.47,26.97,4,Medium
Vijayanagara,247.55,62,45.62,31.9,21,High
Mandya,196.21,37,31.93,32.4,25,Medium
Kolar,73.34,37,42.6,34.85,22,Medium
Bagalkot,280.39,35,30.61,28.21,24,Medium
Kalaburagi,28.04,54,5.6,19.38,19,Low
Tumakuru,345.15,39,17.46,28.76,14,Medium
Koppal,207.2,38,1.86,19.15,2,Low
Mandya,251.26,46,14.4,39.16,0,Low
Hassan,41.82,76,17.29,24.56,19,Low
Bidar,41.8,44,38.01,28.95,16,Medium
Haveri,61.12,53,19.76,31.54,18,Low
Raichur,215.63,46,49.02,39.52,17,Medium
Mandya,336.48,40,10.02,34.4,13,Medium
Vijayapura,154.49,61,33.36,39.55,5,Low
Chikkamagaluru,78.9,55,51.53,22.25,22,Medium
Uttara Kannada,11.33,89,20.81,27.05,17,Medium
Yadgir,218.44,55,26.12,31.82,12,Medium
Chamarajanagar,140.74,46,58.12,37.0,13,Medium
Ramanagara,325.93,81,40.95,26.3,24,High
Koppal,257.6,75,0.43,26.83,14,Medium
Udupi,88.61,55,37.45,30.33,24,Medium
Kolar,128.17,87,58.17,39.92,12,Medium
Vijayanagara,309.56,73,20.6,40.54,7,Medium
Ballari,32.21,57,56.08,33.35,21,Medium
Yadgir,235.8,84,59.84,24.82,19,High
Chikkaballapur,78.8,31,2.23,29.88,16,Low
Ramanagara,14.57,48,50.95,37.08,19,Medium
Kodagu,258.37,81,5.8,31.78,17,Medium
Tumakuru,50.28,65,2.72,25.62,21,Low
Uttara Kannada,224.67,56,53.02,21.74,11,Medium
Ramanagara,180.52,64,36.42,40.1,9,Medium
Mysuru,160.04,87,56.06,29.0,7,Medium
Belagavi,282.02,48,56.28,33.19,1,Medium
Raichur,0.42,81,59.9,21.47,18,Medium
Ballari,123.97,64,56.57,38.53,2,Medium
Dharwad,184.35,35,33.72,33.53,10,Medium
Mysuru,129.47,41,26.09,18.45,24,Medium
Mangaluru,249.27,32,42.09,36.46,2,Medium
Kodagu,282.26,32,39.87,29.75,21,High
Mysuru,155.07,76,23.28,25.03,3,Low
Ballari,276.77,98,56.41,28.12,13,High
Bagalkot,84.26,30,15.23,40.84,7,Low
Bengaluru Rural,55.44,77,57.6,41.53,0,Low
Vijayanagara,8.88,34,4.95,32.12,8,Low
Haveri,190.65,72,47.83,36.35,21,Medium
Chamarajanagar,134.02,93,44.12,22.59,10,Medium
Mangaluru,160.24,50,36.03,19.86,13,Medium
Mysuru,232.84,83,57.38,22.25,23,High
Bengaluru Urban,163.63,71,6.3,21.85,15,Medium
Bagalkot,153.7,83,10.49,23.19,25,Medium
Mandya,295.04,97,20.24,25.51,0,Medium
Belagavi,326.05,62,58.4,20.82,23,High
Dharwad,18.08,92,48.06,41.86,15,Medium
Mangaluru,214.52,83,10.44,33.96,8,Medium
Bagalkot,53.96,94,21.13,33.82,0,Low
Dharwad,344.53,49,31.31,29.64,22,Medium
Shivamogga,224.93,82,40.41,18.35,17,High
Bengaluru Urban,131.89,64,31.05,36.91,15,Medium
Ramanagara,43.18,99,57.21,30.18,19,Medium
Ramanagara,247.52,83,45.94,39.93,22,High
Bidar,36.41,47,47.91,34.7,0,Low
Tumakuru,347.59,49,33.29,35.56,3,Medium
Davanagere,17.8,42,6.57,35.24,5,Low
Mangaluru,213.3,56,48.04,21.06,4,Medium
Yadgir,294.66,44,2.76,25.61,4,Low
Kalaburagi,165.05,82,28.92,31.62,14,Medium
Koppal,231.53,69,41.41,26.09,24,High
Bengaluru Rural,302.93,67,56.16,40.53,20,High
Uttara Kannada,32.06,60,10.45,23.7,13,Low
Raichur,333.72,76,24.59,35.98,23,Medium
Haveri,337.52,85,12.1,40.73,19,Medium
Hassan,168.71,54,18.09,33.26,9,Low
Bengaluru Urban,103.83,65,57.32,18.18,7,Medium
Tumakuru,89.59,90,24.34,26.49,19,Medium
Belagavi,130.01,34,53.77,22.84,7,Medium
Kolar,271.46,90,9.33,40.87,20,Medium
Mangaluru,220.39,49,41.3,35.6,13,High
Haveri,308.81,39,49.07,32.64,2,Medium
Gadag,89.26,83,42.32,26.91,3,Medium
Bagalkot,328.86,68,2.25,38.87,15,Medium
Mandya,78.14,91,6.92,30.4,0,Low
Uttara Kannada,285.07,85,1.53,19.51,14,Medium
Mangaluru,302.45,42,24.33,29.22,22,Medium
Kalaburagi,107.7,86,34.11,36.25,14,Medium
Ramanagara,233.02,47,20.26,30.04,3,Medium
Bengaluru Rural,317.75,47,4.5,30.68,23,Medium
Haveri,153.81,69,19.37,38.7,21,Medium
Dharwad,115.97,36,8.35,24.18,16,Low
Mandya,182.19,44,8.36,21.76,21,Medium
Gadag,295.41,69,54.54,34.64,22,High
Kalaburagi,222.09,96,35.65,26.52,0,Medium
Ramanagara,19.59,55,21.74,38.85,16,Medium
Bengaluru Rural,155.64,73,12.88,19.77,7,Low
Kolar,4.51,32,41.4,31.52,12,Medium
Ramanagara,204.1,70,36.56,41.27,9,Medium
Kodagu,209.1,62,18.91,41.75,6,Low
Chamarajanagar,63.13,87,0.99,38.2,10,Low
Haveri,167.28,57,19.17,20.33,13,Medium
Chitradurga,173.77,37,29.36,21.54,2,Low
Uttara Kannada,178.19,53,11.33,33.83,4,Low
Vijayanagara,291.14,50,20.22,37.99,6,Medium
Chikkamagaluru,246.73,42,20.01,23.03,19,Medium
Haveri,116.87,44,2.34,41.68,13,Low
Haveri,268.11,75,8.47,28.56,23,Medium
Bengaluru Rural,85.27,68,57.28,38.29,7,Medium
Koppal,155.3,38,50.84,22.41,22,Medium
Kolar,7.09,77,50.25,26.55,5,Low
Chikkaballapur,185.8,37,15.52,32.62,1,Low
Shivamogga,232.47,61,42.17,21.4,8,Medium
Ramanagara,339.17,55,57.12,28.64,5,Medium
Chikkaballapur,49.49,86,42.93,28.09,19,Medium
Bengaluru Urban,230.04,70,29.2,18.09,24,Medium
Bagalkot,186.96,69,47.83,38.44,3,Medium
Haveri,338.04,68,2.14,38.38,5,Low
Yadgir,128.57,90,25.58,39.46,0,Medium
Bengaluru Rural,339.02,98,39.27,24.82,22,High
Davanagere,294.75,45,11.65,35.07,9,Medium
Vijayanagara,161.68,63,52.62,38.43,21,Medium
Dharwad,154.39,75,4.88,40.0,11,Low
Bidar,248.68,48,36.57,30.02,20,High
Kolar,307.19,33,9.49,32.05,7,Medium
Raichur,114.71,66,45.62,35.09,19,Medium
Kalaburagi,42.76,96,47.33,27.66,15,Medium
Chikkamagaluru,144.03,88,59.56,20.28,25,High
Udupi,92.03,66,49.99,28.38,25,Medium
Chikkaballapur,331.27,31,10.74,28.52,12,Medium
Hassan,145.34,99,43.58,21.39,22,High
Bengaluru Urban,237.15,42,24.87,18.47,10,Medium
Bengaluru Rural,125.6,78,9.23,38.22,10,Low
Mysuru,132.48,86,39.49,35.15,6,Medium
Koppal,345.04,87,26.58,34.63,25,High
Bidar,289.19,89,58.6,29.83,14,High
Gadag,119.86,76,33.63,41.77,2,Low
Raichur,12.83,81,5.41,36.46,13,Medium
Koppal,99.7,77,50.26,24.6,7,Medium
Kodagu,154.02,44,39.14,22.94,22,Medium
Haveri,332.71,52,37.68,33.37,9,Medium
Davanagere,337.62,32,39.14,41.68,22,High
Ramanagara,189.85,80,20.61,23.53,9,Medium
Mangaluru,22.97,54,34.9,21.53,8,Low
Kodagu,347.86,60,25.33,41.38,3,Medium
